brand,model,year,mileage,condition,color,owners_count,accident,month,price,days_to_sell,brand_encoded,model_encoded,color_encoded,age,mileage_per_year,is_premium_color,price_normalized
Kia,Sportage,2014,271992,8,Белый,4,1,10,358000,37,7,50,0,12,20922.46153846154,1,0.41162287066598197
Haval,Dargo,2011,327350,9,Серебристый,2,0,11,299000,54,5,17,2,15,20459.375,1,0.370036209174854
Nissan,Almera,2020,76971,5,Белый,1,0,12,1148000,47,11,4,0,6,10995.857142857143,1,1.2389756462552195
Changan,UNI-K,2019,138574,2,Белый,2,0,6,652000,85,1,58,0,7,17321.75,1,0.8013220490247241
BMW,5 Series,2024,13418,4,Серебристый,1,1,7,1386000,82,0,2,2,2,4472.666666666667,1,1.6033231675255022
Hyundai,Tucson,2015,165765,5,Синий,2,0,12,517000,57,6,56,4,11,13813.75,0,0.6246515468290762
Toyota,Corolla,2023,72644,6,Белый,1,0,5,1724000,32,13,15,0,3,18161.0,1,2.046013139667701
Kia,K5,2021,61172,8,Серебристый,1,0,4,1368000,14,7,28,2,5,10195.333333333334,1,1.552480358295062
Kia,Rio,2016,178510,1,Красный,1,1,2,307000,73,7,46,1,10,16228.181818181818,0,0.36464695867057445
Nissan,X-Trail,2020,140382,5,Синий,2,0,12,980000,61,11,61,4,6,20054.571428571428,0,1.1737330185128152
Hyundai,Santa Fe,2025,22426,9,Серый,1,0,8,2407000,35,6,47,3,1,11213.0,1,2.7907246376811594
Chery,Tiggo 4,2021,75504,7,Черный,1,0,3,670000,47,2,52,5,5,12584.0,1,1.4503774422735347
Mercedes-Benz,GLC,2023,37343,10,Красный,1,1,5,1705000,23,10,21,1,3,9335.75,0,2.0574242652784176
Kia,Rio,2012,149731,6,Серебристый,4,0,1,365000,61,7,46,2,14,9982.066666666668,1,0.43353791503179046
UAZ,Profi,2018,199903,1,Серебристый,1,0,4,156000,59,14,41,2,8,22211.444444444445,1,0.6156843643448612
Volkswagen,Jetta,2022,70970,7,Белый,2,0,1,1421000,43,15,25,0,4,14194.0,1,1.6588175292784284
Volkswagen,Polo,2023,44431,2,Черный,1,0,1,1233000,76,15,40,5,3,11107.75,1,1.3488277648505071
Chery,Tiggo 4,2012,283156,10,Черный,4,0,8,184000,52,2,52,5,14,18877.066666666666,1,0.3983126110124334
Chery,Tiggo 7 Pro,2017,159578,5,Синий,1,1,1,469000,82,2,53,4,9,15957.8,0,0.5749521894767813
Toyota,RAV4,2017,151588,4,Черный,2,1,3,470000,59,13,43,5,9,15158.8,1,0.5497688408622514
BMW,5 Series,2023,66471,9,Черный,1,1,3,1513000,32,0,2,5,3,16617.75,1,1.7502366179408981
Changan,UNI-K,2018,181267,6,Синий,1,0,3,657000,31,1,58,4,8,20140.777777777777,0,0.8074671567626438
Haval,F7,2015,159550,3,Серебристый,2,0,4,406000,76,5,19,2,11,13295.833333333334,1,0.4828653997469061
Nissan,X-Trail,2014,184852,7,Синий,1,0,5,469000,32,11,61,4,12,14219.384615384615,0,0.561715087431133
Toyota,Land Cruiser Prado,2025,9463,7,Серебристый,1,1,7,1779000,49,13,32,2,1,4731.5,1,1.898851789507575
UAZ,Hunter,2012,224937,9,Серый,2,0,8,118000,31,14,24,3,14,14995.8,1,0.4492186460080398
Changan,CS35 Plus,2014,141560,7,Синий,2,0,5,511000,58,1,9,4,12,10889.23076923077,0,0.6126746105394553
Mercedes-Benz,GLC,2013,288439,6,Черный,1,0,7,340000,55,10,21,5,13,20602.785714285714,1,0.41027815260683986
Mazda,6,2021,105677,10,Красный,1,0,5,1610000,20,9,3,1,5,17612.833333333332,0,1.8970270848321051
Toyota,Camry,2019,129175,4,Черный,2,0,7,847000,58,13,13,5,7,16146.875,1,0.9584286708668726
Hyundai,Santa Fe,2018,79492,10,Белый,2,0,2,1156000,27,6,47,0,8,8832.444444444445,1,1.3402898550724638
Kia,K5,2019,121064,1,Белый,1,0,8,648000,61,7,28,0,7,15133.0,1,0.7353854328766083
Exeed,TX,2019,112277,4,Серебристый,1,1,10,655000,91,3,51,2,7,14034.625,1,0.8116872666409167
Lada,Largus,2019,153504,4,Белый,1,0,12,246000,71,8,33,0,7,19188.0,1,0.8699806780256456
Skoda,Kodiaq,2013,330752,3,Серый,3,0,2,280000,61,12,30,3,13,23625.14285714286,1,0.34559260069368497
Kia,Sorento,2020,106226,1,Красный,1,0,2,786000,64,7,49,1,6,15175.142857142857,0,0.8889701359939862
UAZ,Patriot,2022,79156,5,Белый,1,1,4,336000,44,14,38,0,4,15831.2,1,1.177244256621999
Lada,Granta,2018,110551,6,Серебристый,2,0,4,264000,23,8,23,2,8,12283.444444444445,1,0.9319677489649161
Kia,Rio,2013,185433,1,Красный,1,0,11,276000,71,7,46,1,13,13245.214285714286,0,0.32782593027061413
Mercedes-Benz,GLE,2020,87173,2,Красный,2,0,9,826000,70,10,22,1,6,12453.285714285714,0,0.9096525980062643
Haval,F7x,2013,265492,5,Красный,1,0,9,269000,44,5,20,1,13,18963.714285714286,0,0.3353457109352747
Chery,Arrizo 8,2019,80589,8,Синий,1,0,2,1008000,53,2,6,4,7,10073.625,0,1.2056100981767182
Mercedes-Benz,E-Class,2019,159361,5,Синий,1,0,4,780000,34,10,18,4,7,19920.125,0,0.8549703939462356
BMW,5 Series,2025,21089,7,Белый,1,0,9,2028000,49,0,2,0,1,10544.5,1,2.345988011357661
Lada,Granta,2020,89260,8,Серебристый,2,0,7,379000,41,8,23,2,6,12751.42857142857,1,1.3379385487034212
Volkswagen,Tiguan,2019,105135,4,Серый,2,0,3,843000,43,15,55,3,7,13141.875,1,0.9394962319526118
Geely,Monjaro,2024,18060,10,Белый,1,0,7,1951000,43,4,34,0,2,6020.0,1,2.37814354530573
Mercedes-Benz,GLE,2022,43086,10,Серебристый,1,1,9,1552000,45,10,22,2,4,8617.2,1,1.7091777628398575
Mazda,CX-30,2020,106418,3,Серебристый,1,0,7,987000,69,9,11,2,6,15202.57142857143,1,1.1373509484572637
Volkswagen,Jetta,2021,61020,7,Красный,1,1,4,1084000,53,15,25,1,5,10170.0,0,1.2654174537211937
Kia,K5,2022,67328,7,Белый,1,0,6,1589000,55,7,28,0,4,13465.6,1,1.803283106236004
Haval,Dargo,2016,166523,7,Белый,2,0,1,581000,64,5,17,0,10,15138.454545454546,1,0.719033570336422
Changan,CS55,2025,26366,3,Серебристый,1,1,1,1214000,100,1,10,2,1,13183.0,1,1.4361161846191788
Geely,Atlas Pro,2014,202752,2,Черный,4,0,2,275000,86,4,7,5,12,15596.307692307691,1,0.3461886465859767
Geely,Coolray,2023,56599,10,Черный,1,0,7,1795000,59,4,14,5,3,14149.75,1,2.2673533630857508
Mercedes-Benz,GLC,2022,68671,1,Синий,1,0,7,1047000,68,10,21,4,4,13734.2,0,1.263415369939298
Mazda,CX-5,2023,57276,10,Синий,1,1,6,1570000,57,9,12,4,3,14319.0,0,1.976783260807609
Toyota,RAV4,2013,253523,3,Серый,4,0,3,250000,53,13,43,3,13,18108.785714285714,1,0.2924302345011976
Geely,Atlas Pro,2016,130852,10,Синий,3,0,2,734000,51,4,7,4,10,11895.636363636364,0,0.9240089694331161
Geely,Atlas Pro,2025,14085,10,Черный,1,0,8,2400000,45,4,7,5,1,7042.5,1,3.0212827338412516
Mazda,CX-5,2025,16520,5,Синий,1,0,2,1804000,31,9,12,4,1,8260.0,0,2.2714121035012274
Chery,Tiggo 4,2016,121640,1,Синий,2,0,7,244000,74,2,52,4,10,11058.181818181818,0,0.5281971580817052
Mazda,6,2017,145754,2,Серебристый,1,0,5,589000,43,9,3,2,9,14575.4,1,0.6940055608485155
Kia,Rio,2017,135554,7,Синий,3,1,9,606000,54,7,46,4,9,13555.4,0,0.7197917164637397
Nissan,X-Trail,2018,79990,4,Серебристый,2,0,6,755000,55,11,61,2,8,8887.777777777777,1,0.9042534989563015
Changan,UNI-K,2014,214489,5,Черный,3,0,8,355000,47,1,58,5,12,16499.153846153848,1,0.4363026493922961
Volkswagen,Jetta,2023,71336,2,Черный,1,1,6,944000,81,15,25,5,3,17834.0,1,1.101987155270117
Geely,Tugella,2014,189199,2,Серый,4,1,1,254000,81,4,57,3,12,14553.76923076923,1,0.3147507291493509
Toyota,Camry,2016,129504,4,Серый,2,1,6,473000,84,13,13,3,10,11773.09090909091,1,0.5352264006139678
Changan,Alsvin,2016,168784,7,Черный,1,0,2,270000,45,1,5,5,10,15344.0,1,0.7233155904188262
Skoda,Rapid,2018,145499,6,Черный,3,1,7,584000,66,12,45,5,8,16166.555555555555,1,0.6874871644418366
Toyota,Camry,2014,350000,4,Серый,2,0,12,311000,64,13,13,3,12,26923.076923076922,1,0.35191418729586466
UAZ,Hunter,2016,177951,1,Серый,2,1,1,101000,99,14,24,3,10,16177.363636363636,1,0.3845007054814578
Chery,Tiggo 7 Pro,2014,249960,2,Красный,4,0,11,260000,76,2,53,1,12,19227.69230769231,0,0.31873682145834353
Volkswagen,Jetta,2015,220737,3,Серебристый,3,1,10,281000,78,15,25,2,11,18394.75,1,0.3280279561768039
Nissan,Juke,2025,5000,8,Серебристый,1,0,6,2244000,27,11,27,2,1,2500.0,1,2.516523388981799
Exeed,TX,2023,77080,8,Синий,1,0,4,1598000,19,3,51,4,3,19270.0,0,1.980269087163641
Exeed,TX,2013,294949,6,Черный,3,1,12,238000,92,3,51,5,13,21067.785714285714,1,0.2949336938328827
Geely,Coolray,2017,102173,7,Белый,3,1,11,671000,76,4,14,0,9,10217.3,1,0.8475733184571246
Lada,Granta,2013,109567,7,Синий,4,0,2,145000,51,8,23,4,13,7826.214285714285,0,0.5118762257572456
BMW,5 Series,2011,330197,1,Красный,2,0,3,179000,43,0,2,1,15,20637.3125,0,0.2070669891681565
UAZ,Pickup,2012,350000,8,Серебристый,3,1,4,85000,45,14,39,2,14,23333.333333333332,1,0.324554041114513
Skoda,Karoq,2016,149331,10,Черный,2,0,11,768000,49,12,29,5,10,13575.545454545454,1,0.8911478702844187
Hyundai,Tucson,2022,77531,8,Черный,2,0,3,1576000,28,6,56,5,4,15506.2,1,1.9041602278580736
Chery,Tiggo 7 Pro,2021,94770,7,Черный,1,1,7,1060000,58,2,53,5,5,15795.0,1,1.2994655028686315
Toyota,Camry,2018,214126,6,Черный,3,1,2,479000,68,13,13,5,8,23791.777777777777,1,0.5420157418479716
Haval,Jolion,2019,66273,7,Черный,2,1,10,624000,64,5,26,5,7,8284.125,1,1.0319645661280983
Volkswagen,Tiguan,2012,243764,6,Синий,3,0,3,270000,15,15,55,4,14,16250.933333333332,0,0.3009062664616906
Hyundai,Solaris,2024,36562,4,Белый,1,0,12,1533000,80,6,48,0,2,12187.333333333334,1,1.8813596978449232
Hyundai,Santa Fe,2011,350000,2,Красный,3,0,10,204000,61,6,47,1,15,21875.0,0,0.23652173913043478
Geely,Coolray,2015,160348,9,Белый,1,0,2,561000,34,4,14,0,11,13362.333333333334,1,0.7086268728084156
Lada,Niva Travel,2018,216598,7,Черный,3,1,4,186000,59,8,35,5,8,24066.444444444445,1,0.6568835194028906
Hyundai,Tucson,2019,108025,10,Белый,2,0,5,1245000,25,6,56,0,7,13503.125,1,1.5042382510680847
Nissan,X-Trail,2019,102698,8,Черный,1,1,3,1014000,46,11,61,5,7,12837.25,1,1.2144543681346884
Volkswagen,Passat,2014,251907,8,Черный,4,0,3,411000,23,15,37,5,12,19377.46153846154,1,0.47915922986366916
Mercedes-Benz,GLE,2020,112765,10,Серебристый,1,0,4,1341000,6,10,22,2,6,16109.285714285714,1,1.4768088788455211
Geely,Monjaro,2013,225779,9,Черный,4,0,9,374000,51,4,34,5,13,16127.07142857143,1,0.455881950765937
Hyundai,Creta,2020,91289,1,Черный,1,0,1,782000,65,6,16,5,6,13041.285714285714,1,0.9187241842117982
Mazda,CX-30,2011,224343,1,Белый,2,0,4,199000,62,9,11,0,15,14021.4375,1,0.22931391969908355
Exeed,TX,2022,76820,7,Серый,2,1,11,1271000,82,3,51,3,4,15364.0,1,1.575045062443672
Chery,Tiggo 7 Pro,2019,130296,4,Серый,1,0,6,748000,54,2,53,3,7,16287.0,1,0.9169813171186192
Exeed,LX,2016,109983,8,Черный,1,0,6,736000,43,3,31,5,10,9998.454545454546,1,0.9341850641919308
Changan,CS35 Plus,2024,28525,7,Синий,1,0,4,1741000,26,1,9,4,2,9508.333333333334,0,2.0874099744602574
Chery,Tiggo 8,2018,62103,1,Синий,3,0,12,547000,81,2,54,4,8,6900.333333333333,0,0.666755106435339
Kia,Sportage,2017,164893,7,Красный,1,0,9,668000,63,7,50,1,9,16489.3,0,0.7680560826951842
BMW,3 Series,2012,170507,5,Красный,3,0,9,349000,42,0,1,1,14,11367.133333333333,0,0.40838467817079954
Hyundai,Tucson,2023,27512,2,Синий,1,0,9,1247000,65,6,56,4,3,6878.0,0,1.5066546980577524
Skoda,Octavia,2015,123615,4,Синий,3,0,8,525000,57,12,36,4,11,10301.25,0,0.600652665225687
Changan,UNI-K,2012,113865,10,Красный,2,0,7,491000,53,1,58,1,14,7591.0,0,0.603449579863711
Mercedes-Benz,GLC,2011,249471,10,Серебристый,1,0,5,340000,29,10,21,2,15,15591.9375,1,0.41027815260683986
UAZ,Hunter,2011,350000,5,Серый,4,0,2,72000,43,14,24,3,15,21875.0,1,0.27409951281846495
Lada,Niva Travel,2013,167911,10,Серый,1,0,4,163000,12,8,35,3,13,11993.642857142857,1,0.5756559874337159
UAZ,Patriot,2018,152499,4,Красный,3,0,1,201000,79,14,38,1,8,16944.333333333332,0,0.7042443320863744
Mercedes-Benz,E-Class,2018,96647,3,Красный,2,1,4,585000,58,10,18,1,8,10738.555555555555,0,0.6412277954596768
Nissan,X-Trail,2012,232844,9,Серебристый,3,0,8,320000,32,11,61,2,14,15522.933333333332,1,0.3832597611470417
Mercedes-Benz,E-Class,2021,93084,8,Серый,1,0,3,1527000,21,10,18,3,5,15514.0,1,1.6737689635332076
Chery,Tiggo 4,2016,142014,6,Черный,3,0,4,347000,41,2,52,5,10,12910.363636363636,1,0.7511656305506217
Mercedes-Benz,E-Class,2024,52856,6,Красный,1,0,10,1879000,36,10,18,1,2,17618.666666666668,0,2.0596017566986884
Lada,Niva Travel,2017,196014,2,Серый,2,0,12,140000,70,8,35,3,9,19601.4,1,0.49442845546454134
Kia,Sorento,2012,323824,5,Красный,2,0,7,270000,47,7,49,1,14,21588.266666666666,0,0.305371420761293
Mazda,3,2023,50795,8,Синий,1,0,2,1741000,28,9,0,4,3,12698.75,0,1.9259550373718188
Chery,Tiggo 8,2018,95267,4,Черный,1,0,7,802000,85,2,54,5,8,10585.222222222223,1,0.9775824412452319
Nissan,X-Trail,2023,48939,4,Красный,1,1,6,1135000,82,11,61,1,3,12234.75,0,1.3593744653184137
Hyundai,Santa Fe,2023,31430,9,Черный,1,1,3,1642000,38,6,47,5,3,7857.5,1,1.903768115942029
Changan,UNI-K,2016,74954,1,Красный,1,0,10,488000,72,1,58,1,10,6814.0,0,0.5997625152209591
UAZ,Patriot,2018,152034,1,Синий,2,0,5,174000,58,14,38,4,8,16892.666666666668,0,0.6096443471792494
Nissan,X-Trail,2019,153811,4,Серебристый,2,0,8,764000,56,11,61,2,7,19226.375,1,0.9150326797385621
Chery,Arrizo 8,2014,157717,8,Красный,4,0,6,474000,50,2,6,1,12,12132.076923076924,0,0.566923796166433
Chery,Arrizo 8,2018,106543,10,Красный,1,0,4,959000,38,2,6,1,8,11838.111111111111,0,1.1470040517375721
Chery,Tiggo 7 Pro,2013,219598,6,Синий,1,0,10,306000,71,2,53,4,13,15685.57142857143,0,0.3751287206394351
Lada,Niva Travel,2017,94111,3,Красный,2,1,12,171000,76,8,35,1,9,9411.1,0,0.6039090420316897
Exeed,LX,2025,17279,7,Черный,1,1,6,1831000,63,3,31,5,1,8639.5,1,2.3240392018144367
Lada,Granta,2022,65447,5,Красный,2,0,4,415000,38,8,23,1,4,13089.4,0,1.4650250599259096
Volkswagen,Jetta,2022,73227,5,Серый,1,1,5,1149000,56,15,25,3,4,14645.4,1,1.3412958065734795
Skoda,Rapid,2020,128579,4,Синий,2,0,5,887000,34,12,45,4,6,18368.428571428572,0,1.0441799911984744
Hyundai,Solaris,2013,336841,8,Серый,1,1,10,304000,37,6,48,3,13,24060.071428571428,1,0.37308111424974344
Skoda,Kodiaq,2025,21013,4,Серебристый,1,0,7,1861000,58,12,30,2,1,10506.5,1,2.296956535324813
Mercedes-Benz,GLC,2016,145533,8,Черный,2,1,1,628000,78,10,21,5,10,13230.272727272728,1,0.7578078818738101
Skoda,Octavia,2025,20760,4,Серебристый,1,0,4,1749000,60,12,36,2,1,10380.0,1,2.0010314504375746
Kia,Rio,2019,146558,10,Серый,2,1,11,943000,51,7,46,3,7,18319.75,1,1.1200719284245984
Haval,F7,2024,36933,7,Серебристый,1,0,11,1894000,68,5,19,2,2,12311.0,1,2.252578983055764
Hyundai,Santa Fe,2024,48047,6,Белый,1,0,8,1834000,52,6,47,0,2,16015.666666666666,1,2.126376811594203
Toyota,Camry,2015,192444,9,Красный,1,1,12,448000,57,13,13,1,11,16037.0,0,0.5069374788056186
Changan,UNI-K,2017,79821,8,Серебристый,1,0,1,848000,56,1,58,2,9,7982.1,1,1.042210272351175
Nissan,Almera,2014,239357,2,Черный,4,1,7,231000,73,11,4,5,12,18412.076923076922,1,0.24930607516111122
Toyota,Land Cruiser Prado,2012,267041,1,Черный,2,0,12,203000,72,13,32,5,14,17802.733333333334,1,0.21667617384487786
BMW,3 Series,2015,245191,8,Красный,2,0,9,456000,37,0,1,1,11,20432.583333333332,0,0.5335914419652854
Changan,UNI-K,2014,187348,9,Белый,4,0,6,439000,54,1,58,0,12,14411.384615384615,1,0.5395404593893465
Chery,Tiggo 7 Pro,2018,93370,8,Красный,2,0,10,942000,47,2,53,1,8,10374.444444444445,0,1.1548080223606139
Exeed,RX,2016,116342,7,Серый,3,1,9,537000,71,3,44,3,10,10576.545454545454,1,0.6759945738560569
Geely,Monjaro,2019,73285,9,Серебристый,1,0,2,1178000,50,4,34,2,7,9160.625,1,1.4359062513429781
Changan,Alsvin,2012,229708,1,Белый,1,0,2,91000,90,1,5,0,14,15313.866666666667,1,0.24378414343745622
Geely,Tugella,2024,30255,7,Черный,1,0,2,1811000,51,4,57,5,2,10085.0,1,2.244147915312892
Lada,Largus,2015,317915,8,Черный,2,0,6,150000,44,8,33,5,11,26492.916666666668,1,0.5304760231863692
Nissan,Almera,2018,64153,7,Белый,1,0,3,905000,37,11,4,0,8,7128.111111111111,1,0.9767186061506739
Changan,UNI-K,2024,48135,6,Синий,1,1,11,1305000,78,1,58,4,2,16045.0,0,1.6038731195970322
Nissan,X-Trail,2018,162270,1,Серебристый,3,1,12,414000,78,11,61,2,8,18030.0,1,0.4958423159839852
Toyota,RAV4,2018,171618,8,Синий,1,1,11,674000,65,13,43,4,8,19068.666666666668,0,0.7883919122152286
Changan,CS55,2020,63450,9,Серый,2,1,7,1035000,53,1,10,3,6,9064.285714285714,1,1.2243659399348024
Geely,Monjaro,2020,65691,9,Белый,2,0,6,1216000,48,4,34,0,6,9384.42857142857,1,1.482225807837913
Volkswagen,Polo,2019,134477,3,Белый,2,0,7,814000,50,15,40,0,7,16809.625,1,0.8904669915558092
Lada,Niva Travel,2016,158239,1,Черный,2,0,10,142000,79,8,35,5,10,14385.363636363636,1,0.5014917191140348
Changan,Alsvin,2022,30638,8,Черный,1,0,12,696000,61,1,5,5,4,6127.6,1,1.864546855301863
Geely,Monjaro,2013,196042,2,Серый,4,1,10,206000,89,4,34,3,13,14003.0,1,0.2511007536304359
Lada,Granta,2022,60699,4,Красный,1,0,5,372000,57,8,23,1,4,12139.8,0,1.3132272826323816
Mercedes-Benz,GLE,2022,46329,5,Черный,1,0,10,1286000,31,10,22,5,4,9265.8,1,1.416238790600552
Mazda,CX-30,2015,174770,8,Белый,1,0,2,573000,29,9,11,0,11,14564.166666666666,1,0.6602858089827883
Mercedes-Benz,C-Class,2019,168157,8,Серый,2,0,7,886000,46,10,8,3,7,21019.625,1,1.074382083626817
Hyundai,Creta,2023,74284,10,Белый,1,1,7,1617000,42,6,16,0,3,18571.0,1,1.8997148412665956
Nissan,Juke,2017,146095,3,Серый,3,0,9,581000,69,11,27,3,9,14609.5,1,0.6515597544556263
Exeed,VX,2014,134662,7,Серый,1,1,7,429000,74,3,59,3,12,10358.615384615385,1,0.545516583012015
Changan,CS55,2011,224038,9,Серебристый,3,0,1,286000,47,1,10,2,15,14002.375,1,0.33832720659067966
Nissan,Qashqai,2022,33374,2,Белый,2,0,8,1057000,60,11,42,0,4,6674.8,1,1.2491492670608524
Volkswagen,Polo,2011,88632,2,Серебристый,2,0,1,320000,75,15,40,2,15,5539.5,1,0.35006073378115354
BMW,X3,2012,186751,8,Серый,4,0,6,355000,60,0,62,3,14,12450.066666666668,1,0.4038710949646944
Lada,Granta,2011,279538,8,Серый,1,0,9,97000,28,8,23,3,15,17471.125,1,0.3424275441272608
Exeed,TX,2012,297809,8,Синий,1,1,7,249000,50,3,51,4,14,19853.933333333334,0,0.3085650830436462
Changan,UNI-K,2013,289102,7,Серый,1,0,4,330000,51,1,58,3,13,20650.14285714286,1,0.4055771107026978
Haval,F7x,2012,210052,3,Серый,3,0,6,231000,82,5,20,3,14,14003.466666666667,1,0.28797345437192734
Skoda,Octavia,2022,66560,6,Синий,1,0,6,1461000,52,12,36,4,4,13312.0,0,1.6715305597994832
Geely,Monjaro,2019,86806,10,Черный,1,1,5,1038000,45,4,34,5,7,10850.75,1,1.2652552537300605
Hyundai,Solaris,2021,103433,2,Серый,1,0,8,932000,58,6,48,3,5,17238.833333333332,1,1.1437881528972398
Mercedes-Benz,C-Class,2016,208001,3,Черный,3,0,8,443000,47,10,8,5,10,18909.18181818182,1,0.5371910418134085
Lada,Niva Travel,2020,88988,4,Белый,2,0,3,298000,53,8,35,0,6,12712.57142857143,1,1.0524262837745237
Haval,Jolion,2020,69733,9,Белый,1,0,4,956000,41,5,26,0,6,9961.857142857143,1,1.581022636568048
Nissan,Qashqai,2021,105375,3,Черный,1,1,2,791000,81,11,42,5,5,17562.5,1,0.9347938223700418
Lada,Granta,2023,41908,5,Белый,1,1,10,365000,56,8,23,0,3,10477.0,1,1.2885160165613423
BMW,X3,2022,57215,3,Синий,2,0,9,1190000,67,0,62,4,4,11443.0,0,1.3538214169239053
Haval,Dargo,2011,221619,7,Белый,2,1,7,229000,59,5,17,0,15,13851.1875,1,0.2834056585319116
Geely,Tugella,2020,98048,9,Серый,1,0,12,1290000,52,4,57,3,6,14006.857142857143,1,1.5985371677270184
Chery,Tiggo 7 Pro,2013,193097,3,Синий,3,1,7,221000,95,2,53,4,13,13792.642857142857,0,0.270926298239592
Nissan,Almera,2014,90463,1,Белый,3,0,6,398000,63,11,4,0,12,6958.692307692308,1,0.4295403372905726
Mercedes-Benz,GLC,2018,158907,9,Красный,2,1,7,764000,54,10,21,1,8,17656.333333333332,0,0.9219191429165461
Geely,Tugella,2013,198153,6,Белый,3,1,12,286000,87,4,57,0,13,14153.785714285714,1,0.3544043643177731
Volkswagen,Passat,2019,142932,5,Серый,2,1,2,709000,72,15,37,3,7,17866.5,1,0.8265788174533855
Exeed,LX,2018,153442,6,Серебристый,3,1,5,579000,65,3,31,2,8,17049.11111111111,1,0.7349091741401195
Lada,Niva Travel,2014,200169,9,Серый,4,0,8,156000,39,8,35,3,12,15397.615384615385,1,0.5509345646604888
Exeed,VX,2017,135632,4,Белый,2,1,10,477000,88,3,59,0,9,13563.2,1,0.6065534034888838
Haval,F7x,2021,103363,9,Серебристый,2,1,3,1211000,59,5,20,2,5,17227.166666666668,1,1.5096790183740434
Volkswagen,Jetta,2017,198182,9,Черный,1,0,8,672000,33,15,25,5,9,19818.2,1,0.7844654325651681
Nissan,X-Trail,2022,63566,4,Черный,2,0,11,1296000,74,11,61,5,4,12713.2,1,1.5522020326455188
Changan,Alsvin,2018,115705,8,Красный,3,0,8,375000,47,1,5,1,8,12856.111111111111,0,1.0046049866928142
Mazda,6,2018,115688,7,Красный,3,0,3,866000,29,9,3,1,8,12854.222222222223,0,1.020388481655033
Kia,K5,2011,248097,4,Серебристый,1,0,1,248000,69,7,28,2,15,15506.0625,1,0.28144380764413407
